id,full_name,gender,height,weight
56066,"Joycenara ""Joyce"""" Batista""",F,190,0
56067,"Rebecca Susan ""Bec"""" Joyce""",F,178,59
56068,"James Robert ""Bob"""" Joyce""",M,0,0
56069,Carol Diane Joyce,F,173,65
56070,David Oliver Joyce,M,171,60
56071,"Richard John ""Dick"""" Joyce""",M,194,89
56072,Jasmine Louise Joyce,F,163,55
56073,"Joseph ""Joe"""" Joyce""",M,197,108
56075,"John Joe ""Johnny"""" Joyce""",M,177,64
56076,Kara Lynn Joyce,F,183,70
56077,Kevin Francis Joyce,M,191,86
56078,Kieran Joyce,M,180,70
56079,Monica Joyce,F,164,49
56080,Regina Joyce (-Bonney),F,163,48
56081,Robert Thomas Joyce,M,185,89
56082,Dan Joye,M,170,73
56083,Prudent Joye,M,180,78
56084,"Alfredrick Alphonzo ""Al"""" Joyner""",M,186,77
56085,"Jacqueline ""Jackie"""" Joyner-Kersee""",F,178,70
56086,Betina Jozami,F,180,74
56087,Zygfryd Jzefiak,M,183,76
56088,Lucjan Jzefowicz,M,175,72
56089,Davor Jozi,M,180,78
56090,Gbor Jzsa,M,170,58
56091,Bogna Jwiak,F,182,80
56092,"Jarosawa Jwiakowska-Bieda (-Ringer, -Zdunkiewicz)",F,167,59
56093,Jan Jzwik,M,177,72
56094,Joanna Jwik,F,169,53
56095,Marek Jan Jwik,M,183,75
56096,"Urszula Bronisawa Jwik (Styranka-, -Szubzda)",F,163,55
56097,Kai Albert Wognsen Jlver,M,0,0
56098,Jens Jnsson,M,184,78
56099,Aage Jrgensen,M,0,0
56100,Alfred Jrgensen (Frkrgaard),M,0,0
56101,Ann Jrgensen (-Nielsen),F,171,65
56102,Ann-Lou Ernst Jrgensen,F,168,63
56103,Annette Moldrup Jrgensen,F,165,56
56104,Arne Jrgensen,M,0,0
56105,Bent Jrgensen,M,180,83
56106,Bent Erik Jrgensen,M,0,0
56107,Bjarne Jrgensen,M,0,0
56108,Carlo Tesdorf Jrgensen,M,0,0
56109,Casper Jrgensen,M,187,90
56110,Claus Jrgensen,M,180,74
56111,Dagny Jrgensen,F,0,0
56112,Emil Ludvig Peter Jrgensen,M,0,0
56113,Emma Aastrand Jrgensen,F,169,70
56114,Erik Arne Jrgensen,M,0,0
56115,Frantz Oscar Jrgensen,M,0,0
56116,Marius Hans Jrgensen,M,0,0
56117,Harry Jrgensen,M,188,82
56118,Henning Jrgensen,M,177,71
56119,Henrik Hve Jrgensen,M,178,59
56120,Inger Jrgensen (-Nilsen),F,0,0
56121,Jan stergaard Jrgensen,M,184,76
56122,Ferdinand Julius Jrgensen,M,0,0
56123,Junker Daniel Jrgensen,M,177,71
56124,Jrgen Breiholt Jrgensen,M,172,60
56125,Jrgen Curt Jrgensen,M,0,0
56126,Kay Sloth Friis Jrgensen,M,186,84
56127,Lars Troels Jrgensen,M,192,104
56128,Laurits Mller Jrgensen,M,0,0
56129,Leo Torkild Oscar Jrgensen,M,0,0
56130,Line Anna Ryborg Jrgensen,F,183,73
56131,Lone Castrup Jrgensen,F,171,55
56132,Max Carl Jrgensen,M,0,0
56133,Morten Jrgensen,M,183,73
56134,Niels Christian Kold Jrgensen,M,0,0
56135,Nils Anton Jrgensen,M,0,0
56136,Anton Oving Orla Jrgensen,M,0,0
56137,Paul Lindemark Jrgensen,M,170,74
56138,Per Sandahl Jrgensen,M,185,78
56139,Per Sarto Jrgensen (-Sarto),M,174,73
56140,Peter Oscar Jrgensen,M,0,0
56141,Poul Preben Jrgensen,M,0,0
56142,Reidar Jrgensen,M,176,67
56143,Sigurd Gersdorf Jrgensen,M,0,0
56144,Silje Jrgensen,F,167,60
56145,Svend Marius Jrgensen,M,0,0
56146,Tage Jrgensen,M,0,0
56147,Alfred Viggo Jrgensen,M,0,0
56148,Viktor Jrgensen,M,0,0
56149,Ju Chun-Sam,F,0,0
56150,Ju Hsiang-Hung,M,175,71
56151,Ju Hui,F,180,73
56152,Ju Hyeong-Gyeol,M,163,53
56153,Ju Hyeong-Jun,M,175,73
56154,Ju Jeong-Hyeon,M,175,65
56155,Ju Jixin,M,199,90
56156,Ju Jong-Gwan,M,0,0
56157,Ju Min-Jin,F,165,50
56158,Ju Sang-Jeom,M,0,0
56159,Ju Se-Hyeok,M,180,67
56160,Ju Sun-An,F,165,63
56161,Ju Yeong-Sam,M,165,63
56162,Abdul Khalik Juad,M,180,123
56163,Juan Guilherme Nunes Jesus,M,185,83
56165,Juang Jen-Wuh,M,186,85
56166,"Juan Jos ""Juani"""" Castillo Barreto""",M,170,66
56167,Arqumedes Juanic,M,0,0
56168,"Juan Antonio ""Juanito"""" Felipe Gallego""",M,174,71
56169,"Juan ""Juanito"""" Gmez Gonzlez""",M,168,69
56170,Alberto Juantorena Danger,M,190,84
56171,Osmany Juantorena Portuondo,M,200,85
56172,Adan Jurez Serrano,M,175,64
56173,Agustn Jurez,M,178,70
56174,Elio Jurez Rivero,M,0,72
56175,Heidy Marleny Jurez Guzmn,F,175,67
56176,Joana Jurez Roura,F,149,40
56177,"Ricardo ""Rocky"""" Jurez""",M,178,57
56178,Sofie Jurez,F,172,70
56179,"David ""Tinker"""" Juarez""",M,172,65
56181,Ren Jean Jubeau,M,0,0
56182,Mauricio Jubis Zacaras,M,185,102
56183,Jubzang Jubzang,M,163,55
56184,Marcelo Dias Juc,M,174,60
56185,Leon Jucewicz,M,172,62
56186,Juciely Cristina Silva Barreto,F,184,71
56187,Robert Juckel,M,168,65
56188,Ulrich Jucker,M,174,76
56189,Alexandru Jucov,M,185,67
56190,Celestinas Jucys,M,187,83
56191,Albert Jud,M,0,0
56192,Robin David Judah,M,179,63
56193,Robert Louis Juday,M,180,66
56195,"Isabel Rose Mercy ""Queenie"""" Judd (-Heritage)""",F,0,0
56196,Bruce Raymond Judge,M,182,76
56197,Harold David Judge,M,180,70
56198,Charles Grantley Judge,M,185,73
56199,Zoltn Judik,M,183,73
56200,Anne Maree Judkins,F,165,54
56201,Jue Chin-Shen,M,167,73
56202,Claus Ludvig Juell,M,0,0
56203,Didrik Bastian Wikestad Juell,M,180,0
56205,"Cornelis Theophillus Jacobus ""Cees"""" Juffermans""",M,182,65
56206,Pedro Jufresa Lluch,M,0,0
56207,Ramn Jufresa Lluch,M,188,86
56208,Vlado Jug,M,187,85
56209,Medeya Jugeli,F,0,0
56210,Mervana Jugi-Salki,F,179,65
56211,Adrin Juhsz,M,188,89
56212,"Alexander ""Alex"""" Juhasz""",M,188,86
56214,Bla Juhsz,M,176,56
56215,Istvn Juhsz,M,177,74
56216,Istvn Juhsz,M,0,0
56217,Pter Juhsz,M,177,72
56218,Vanda Juhsz,F,172,71
56219,gnes Juhsz-Balajcza,F,176,69
56220,Katalin Juhsz-Nagy (-Tth),F,164,59
56221,Christian Willumsen Juhl,M,0,0
56222,Kamilla Rytter Juhl,F,183,71
56223,Michael Juhlin,M,0,0
56224,Clas Patrik Juhlin,M,184,88
56225,Julius Juhn,M,0,0
56226,Markku Tauno Antero Juhola,M,183,82
56229,"Geoffrey Merwyn ""Geoff"""" Jukes""",M,180,94
56230,Hamilton Dawson Jukes,M,0,0
56231,Louise Jukes,F,169,75
56232,Dinko Jukic,M,193,84
56233,Ivan Juki,M,198,95
56234,Mirna Jukic,F,178,68
56235,Jorge Eduardo Jukich Curbelo,M,180,80
56236,Zigmas Jukna,M,184,86
56237,Martti Henrik Jukola,M,184,78
56238,Alfons Julen,M,0,0
56239,Anton Julen,M,0,0
56240,Martin Julen,M,170,64
56241,Max Julen,M,170,64
56242,Oswald Julen,M,0,0
56243,Simon Ambros Julen,M,0,0
56244,Arsen Julfalakyan,M,166,76
56245,Levon Julfalakyan,M,167,68
56246,Cyril Julian,M,206,106
56247,"Jeffrey Lynn ""Jeff"""" Julian""",M,172,60
56248,Juliana Ribeiro Cabral,F,169,60
56249,Juliana Felisberta da Silva,F,177,63
56250,Ronald Odair Oliveira Julio,M,194,114
56251,"Robert William ""Bobby"""" Julich""",M,182,68
56252,Allan Julie,M,181,91
56253,Louis Richard Bruno Julie,M,175,54
56254,Kitson Julie,M,179,64
56255,Denyse Alice Julien,F,163,59
56256,ke Leif Julin,M,0,0
56257,Sigfrid Harald Alexander Julin,M,0,0
56258,Magda Maria Henrietta Julin (Mauroy-),F,0,0
56259,Pia Hilkka Julin,F,163,53
56260,Rolf Johan Julin,M,0,0
56261,Urho Johannes Julin,M,169,55
56262,"Jlio Csar ""Julinho"""" da Silva Gurjol""",M,178,68
56263,Delvis Julio Blanco,M,190,91
56264,Jorge Elicer Julio Rocha,M,169,54
56265,"Sylwia Maria Julito (-Gembalczyk, -Kozowska)",F,160,61
56266,Leigh Ignatius Julius,M,173,66
56267,Jeffrey Michael Julmis,M,185,79
56268,Eduardo Julve Ciriaco,M,0,0
56269,Abdallah Juma,M,0,60
56270,Ibrahim Juma Kivina,M,165,57
56272,Richard Juma,M,170,60
56273,Suleman Juma,M,180,89
56274,Mahboub Jumaa Mubarak,M,165,61
56275,Bayan Jumah,F,182,76
56277,Takanobu Jumonji,M,180,82
56278,Jun Jeung-Hae,M,0,0
56279,Jun Woong-Tae,M,175,66
56280,Khawaja Muhammad Junaid,M,0,0
56281,Andr Juncker,M,166,57
56282,Rubn Junco Borrell,M,154,76
56283,Luis Augusto Juncos,M,175,70
56284,Rossana Juncos,F,154,55
56285,"Joseph ""Joe"""" Juneau""",M,182,87
56286,Rolf Ingmar Junefelt,M,190,78
56287,Jan Gunnar Junell,M,186,84
56288,"Andreas ""Andy"""" Jung""",M,175,68
56289,Anne Jung,F,173,53
56290,Brandon Jung,M,190,88
56291,Caren Jung (-Sonn),F,169,55
56292,Dieter Jung,M,186,86
56293,Jung Dong-Hyeon,M,180,74
56294,Hendrik Jung,M,185,73
56295,Jung Jae-Eun,F,163,56
56296,"Lovieanne ""Lovie"""" Jung""",F,168,64
56297,Mathias Jung,M,0,0
56298,Michael Jung,M,168,70
56299,Otto Jung,M,0,0
56300,Samresh Jung,M,173,105
56301,Jung Seung-Hwa,M,180,80
56302,Jung Seung-Hyun,M,188,74
56303,Jung Sung-Il,M,173,67
56304,Heinz Junga,M,182,75
56305,"Friedrich ""Fritz"""" Jungblut""",M,0,0
56306,Michel Jungblut,M,0,0
56307,Tanumafili Malietoa Jungblut,M,188,94
56308,Stefan Junge,M,195,85
56309,Andr Jungen,M,176,63
56310,Marie-Laurence Jungfleisch,F,182,68
56311,Henri Junghnel,M,179,80
56312,Wolfgang Junginger,M,0,0
56313,Caren Jungjohann (-Hecker),F,176,67
56314,Ctirad Jungmann,M,189,87
56315,Josef Jungmann,M,0,0
56316,Ebba Anna Jungmark,F,179,57
56317,Brbel Jungmeier,F,172,61
56318,Gerold Jungwirth,M,172,70
56319,Stanislav Jungwirth,M,178,65
56320,Tom Jungwirth,M,187,71
56321,Gustar Junianto,M,162,62
56322,"Oswaldo ""Juninho Paulista"""" Giroldo Jnior""",M,167,70
56323,Gilmore Vincent Junio,M,173,68
56324,Leovegildo Lins da Gama Jnior,M,173,69
56325,Josh Junior,M,189,96
56326,Gracie Junita Terry Pego,F,149,42
56327,Bruno Junk,M,185,72
56328,"Helene ""Leni"""" Junker (-Thymm)""",F,168,68
56329,Renate Junker (-Potgieter),F,169,62
56330,Oswald Junkes,M,0,60
56331,Willy Junod,M,178,71
56332,Joo Manuel Perera Junqueira,M,170,65
56334,"Maximo Junta, Jr.",M,162,52
56335,Feliciano Juntareal,M,0,0
56336,Chartchai Juntrat,M,170,58
56337,Antti Eino Juntumaa,M,170,51
56338,Inga Juodekien (Petrauskait-),F,167,51
56339,Erwin Juon,M,177,89
56340,Arvydas Juozaitis,M,0,0
56341,Leonas Juozapaitis,M,0,0
56342,Peter Jupke,M,164,60
56343,Grit Jurack,F,186,80
56344,Michael Jurack,M,190,100
56345,Emil Juracka,M,0,0
56346,Alberto Santiago Jurado Gonzlez,M,0,0
56347,Enrique L. Jurado,M,0,0
56348,Ricardo Jurado Narvez,M,165,50
56349,Severo Jess Jurado Lpez,M,172,71
56350,Sherali Juraev,M,182,90
56351,Alvaro Vilela Jurandir,M,170,0
56352,Mariusz Jurasik,M,192,92
56353,Pawe Juraszek,M,185,68
56354,Bogdan Andrei Juratoni,M,177,0
56355,Oxana Juravel,F,160,52
56356,Nicolae Juravschi,M,175,75
56357,Marine Marlene Christelle Jurbert,F,164,53
56358,Valeriu Jurc,M,189,75
56359,Gordana Juran (-Tomic),F,191,71
56360,Damir Jurevi,M,177,78
56361,Milan Jurina,M,195,110
56362,Rdolfs Jrci,M,0,0
56363,Matej Juro,M,186,69
56364,Tom Juro,M,188,88
56365,Petra Jurov,F,170,66
56366,Victoria Jurczok,F,161,56
56367,Vtzslav Jureek,M,172,71
56368,Bartosz Jurecki,M,192,107
56369,Marcin Jurecki,M,180,76
56370,Micha Jurecki,M,198,111
56371,Eszter Jurek,F,0,0
56372,Kazimierz Jurek,M,177,76
56373,Miroslav Jurek,M,169,61
56374,Adam Juretzko,M,172,69
56375,Eline Jurg,F,177,73
56376,Beth Ellen Jurgeleit,F,168,68
56377,Arvds Jurgens,M,0,0
56378,Emile Wilhelmus Johannes Jurgens,M,0,0
56379,Franciscus Johannes Jurgens,M,0,0
56380,Maarten Constant Maria Jurgens,M,0,0
56381,Oto Juris,M,0,0
56382,Frank Juric,M,196,96
56383,Peter Juric,M,190,76
56384,Darko Jurii,M,182,76
56385,Rudolf Juck,M,187,78
56386,"Victor ""Vid"""" Juricskay""",M,173,67
56387,"Pavle ""Pavao"""" Jurina""",M,194,95
56388,Jaan Jris,M,187,69
56389,"Vicentije ""Vice"""" Jurii""",M,0,0
56390,Franjo Jurjevi,M,0,0
56391,Aleksejs Jurjevs,M,0,0
56392,Jaroslav Jurka,M,181,83
56393,Dmitrijs Jurkevis,M,186,69
56394,Andrzej Robert Henryk Jurkiewicz,M,0,0
56395,Anna Jurkiewicz,F,155,52
56396,Edward Jurkiewicz,M,195,90
56397,Mariusz Jurkiewicz,M,199,103
56398,Peter Jurko,M,0,0
56399,Jean-Marc Jurkovitz,M,194,82
56400,Katarzyna Iwona Jurkowska-Kowalska,F,161,50
56401,"Kenneth ""Ken"""" Jurkowski""",M,188,95
56402,Arnas Jurkas,M,190,95
56403,Darja Jurlova,F,168,62
56404,Roger Andr Jurriens,M,0,0
56405,Frantiek Jursa,M,0,0
56406,Janez Jure,M,198,84
56407,Jernej Jure,M,186,80
56408,Helfried Jurtschitsch,M,191,75
56409,Radek Juka,M,194,84
56410,anna Jukne,F,157,56
56411,Adas Jukeviius,M,194,88
56412,Gytis Jukeviius,M,193,96
56413,Andrzej Mieczysaw Juskowiak,M,184,79
56414,Jerzy Juskowiak,M,174,65
56415,Bertel Jusln,M,0,0
56416,Sigurd Ludvig Jusln,M,0,0
56418,Carita Ann-Marie Jussila,F,164,59
56419,Esko Eero Jussila,M,169,62
56420,Risto Kalevi Jussilainen,M,180,64
56421,Jaroslav Just,M,0,0
56422,Mogens Just Mikkelsen,M,192,103
56423,Paul Just,M,178,72
56424,Theodore Hartmann Just,M,0,0
56425,"Thomas Weymess ""Tom"""" Just""",M,188,85
56426,Mathieu Justafre,M,170,64
56427,Aage Justesen,M,0,0
56428,Lise Marianne Justesen,F,172,71
56429,Ole Justesen,M,178,88
56430,Poul Adolf Justesen,M,184,84
56431,Ina Justh,F,184,79
56432,Andrew Justice,M,188,79
56434,George C. Justicz,M,184,80
56435,Maryse Justin (-Pyndiah),F,158,46
56436,George Justinian,M,185,82
56437,Pablo Justiniani,M,174,83
56438,Calvyn Justus,M,195,70
56439,Julian Justus,M,177,76
56440,Klaus-Peter Justus,M,173,51
56441,Steffen Justus,M,182,67
56442,Fahrudin Jusufi,M,174,72
56443,Katarzyna Dorota Juszczak,F,172,72
56444,Piotr Juszczak,M,197,94
56445,Zbigniew Juszczak,M,170,67
56446,Zbigniew Juszczak,M,185,82
56447,Jnos Juszk,M,181,78
56448,Ariya Jutanugarn,F,170,73
56449,Istvn Jutasi,M,175,70
56450,Bernd Juterzenka,M,165,54
56451,Matti Einari Jutila,M,168,63
56452,Timo Juhani Jutila,M,176,85
56453,Ernst Arne Jutner,M,0,0
56454,Manon Jutras,F,163,55
56455,"Georg ""Jrg"""" Jttner""",M,183,76
56457,Bruno Jutzeler,M,182,95
56458,Peter Jutzeler,M,182,97
56459,Erling Juul,M,0,0
56460,Christopher Juul Jensen,M,185,75
56461,Pekka Kalervo Juutilainen,M,190,72
56462,Jrgen Juve,M,0,0
56463,"James Benner ""Jim"""" Juvenal""",M,0,0
56464,Niilo Matias Juvonen,M,0,0
56465,Wirimai Juwawo,M,172,63
56466,Alberto Juzdado Lpez,M,172,61
56467,Martti Samuel Jylh,M,184,76
56468,Vazha K'ach'arava,M,186,85
56469,Giorgi K'andelak'i,M,191,91
56470,Givi K'art'ozia,M,176,87
56471,Adil Kaaba,M,0,0
56472,Kaido Kaaberma,M,194,84
56473,Hichem Al-Kaabi,M,194,82
56474,Tammie Jean Kaae (-Filiault),F,0,0
56475,Kari Juhani Kaaja,M,174,71
56476,Veijo Armas Kaakinen,M,0,0
56477,Anna Kaaleste (Muhhina-),F,0,0
56478,Mihhail Kaaleste (Stoljar-),M,0,0
56479,Arie Jan Kaan,M,0,0
56480,"Mathijs Louis Johannes Henricus Josef ""Thijs"""" Kaanders""",M,183,74
56482,Vello (-Vassili) Kaaristo (-Krassikov),M,168,64
56483,Harald Kaarmann (-Kaarma),M,0,0
56484,Leena Kyllikki Kaarna,F,182,70
56485,Erling Kaas,M,0,0
56486,Paal Kaasen,M,0,0
56487,Brahim Al-Kaazouzi,M,179,62
56488,Bangaly Kaba,M,194,0
56489,Sekou Kaba,M,188,88
56490,Mitko Kabakov,M,0,0
56491,tefan Kaban,M,176,72
56492,Aleksandr Sergeyevich Kabanov,M,181,84
56493,Andrey Viktorovich Kabanov,M,174,70
56494,Vyacheslav Kabanov,M,0,0
56495,Sofiya Kabanova,F,182,67
56496,Yoshikazu Matthew Jon Kabayama,M,167,78
56497,Alina Maratovna Kabayeva,F,164,46
56498,Robert Kabbas,M,173,83
56499,Samsudeen Kabeer,M,0,70
56500,Michal Kabelka,M,191,74
56501,Constantin Kabemba,M,175,75
56502,Danile Kaber,F,160,45
56503,Frantiek Kaberle,M,184,84
56504,Frantiek Kaberle,M,180,89
56505,Tom Kaberle,M,185,97
56506,Yekaterina Vladimirovna Kabeshova (-Ulanova),F,172,61
56507,Abdel Aziz Mohamed Kabil,M,0,0
56508,Yevgeniya Nikolayevna Kabina-Sidorova,F,164,65
56509,Georges Kablan Degnan,M,183,75
56510,Glenn Kable,M,186,92
56511,"Musungay ""Serge"""" Kabongo""",M,189,75
56512,Idrissa Kabore,M,154,60
56513,Endre Kabos,M,0,0
56514,Madeleine Carole Kaboud Mebam,F,178,64
56515,Jan Kabrhel,M,194,92
56517,Gilbert Kaburu,M,170,60
56518,Geoff Kabush,M,188,75
56519,George Kabuto,M,152,71
56520,Lucy Wangui Kabuu,F,154,41
56521,Gojko Kaar,M,185,83
56522,Slobodan Kaar,M,188,81
56523,Tadija Kaar,M,184,73
56524,Mohamed Kacemi,M,172,64
56525,Noureddine Kacemi,M,182,73
56526,Nataliya Kachalka,F,170,59
56527,Yuliya Nikolayevna Kachalova,F,177,68
56528,An-Li Kachelhoffer,F,160,50
56529,Charles Kachenjela,M,170,68
56530,Khristo Kachev,M,170,67
56531,Sergey Petrovich Kachurin,M,174,80
56532,David Kaci,M,165,63
56533,Hrvoje Kai,M,182,82
56534,Zoran Kai,M,187,82
56535,Tadeusz Kacik,M,170,77
56536,Lina Kaiuyt,F,170,62
56537,Andrzej Marian Kcki,M,187,78
56538,Vclav Kacl,M,0,0
56539,Krystyna Barbara Kacperczyk (Hryniewicka-),F,168,60
56540,Pawe Kacprowski,M,180,68
56541,Sndor Kacsk,M,176,89
56542,gnes Kaczander-Kiss,F,167,58
56544,Justyna Kaczkowska,F,174,71
56545,Jerzy Kaczkowski,M,173,62
56546,Adam Stanisaw Kaczmarek,M,176,74
56547,Jerzy Mieczysaw Kaczmarek,M,184,70
56548,Marcin Kaczmarek,M,180,73
56549,Pawe Kaczmarek,M,183,85
56550,Zbigniew Tadeusz Kaczmarek,M,164,67
56551,Beata Kaczmarska,F,167,54
56552,Joanna Marika Kaczor,F,188,64
56553,Rafa Kaczor,M,166,51
56554,Tomasz Kaczor,M,184,85
56555,Pawe Kaczorowski,M,186,78
56556,Aleksandra Kaczyska (-Boch),F,174,68
56558,Frantiek Kadaka,M,178,77
56559,Kalman Janos Kadar,M,190,84
56560,Gza Kdas,M,0,0
56561,Caryn Jami Kadavy,F,162,51
56562,Jaroslav Kadav,M,0,0
56563,Joseph Kaddu Kutfesa,M,157,60
56564,"Hans-Joachim ""Achim"""" Kadelbach""",M,175,65
56565,Hans Karl Gustav Kadelbach,M,0,0
56566,Kathrin Kadelbach,F,165,58
56567,"Ulrich ""Ulli"""" Kaden""",M,197,93
56568,Nina Kadeva-Klenovska,F,174,61
56569,Jameel Jasim Jawad Kadhem,M,170,68
56570,Ahmed Al-Kadhi,M,198,97
56571,Ali Kadhum Nasir,M,179,73
56572,Ali Hassan Kadhum,M,180,75
56573,Ibrahim Ali Kadhum,M,178,70
56574,Rebekka Kadijk (-de Kogel),F,175,69
56575,Tshibalabala Kadima,M,187,96
56576,Nazar Kadir,M,0,95
56577,Slawee Kadir,M,165,60
56578,Syed Abdul Kadir,M,157,48
56579,Arnold Kadlec,M,188,79
56580,Drahomr Kadlec,M,181,86
56581,Ida Kadlec,F,0,0
56582,Milan Kadlec,M,186,75
56583,Milan Kadlec,M,179,71
56584,Vladimir Kadlec,M,192,82
56585,Jiina Kadlecov (Kodrov-),F,161,56
56586,Marta Kadlecov (-Skupilov),F,162,58
56587,Juraj Kadnr,M,180,72
56588,ubomr Kadnr,M,181,78
56589,Horst Kadner,M,169,78
56590,Hiroshi Kado,M,162,48
56591,Mariya Vladimirovna Kadobina,F,174,51
56592,Filiz Kadoan,F,188,97
56593,Kaoru Kadohara,F,152,52
56594,Yoshinori Kadonaga,M,165,65
56595,Yuki Kadono,M,177,72
56596,Yuki Kadono,M,173,64
56597,Yoshimitsu Kadowaki,M,176,80
56598,Kazuko Kadoya,F,176,66
56599,Mahmoud Kadri,M,0,0
56600,Imade Kadro,M,0,51
56601,Yevgeny Semyonovich Kadyaykin,M,0,0
56602,Taalaybek Kadyraliyev,M,168,51
56603,Glnabat Kadyrowa,F,165,69
56604,ukasz Kadziewicz,M,206,84
56605,Andrzej Kdzioka,M,180,87
56606,Stanisaw Kdzioka,M,0,0
56607,"Robert J. ""Bob"""" Kaehler""",M,196,98
56608,Anna Kael,F,0,0
56609,Pierre Kaempff,M,0,0
56610,"Morton Armour ""Mort"""" Kaer""",M,180,80
56611,Yumi Kaeriyama,F,161,55
56612,Ariella Kaeslin,F,165,55
56613,Werner Kaessmann,M,179,75
56614,"Andrew John ""Andy"""" Kaestner""",M,172,66
56615,Siripon Kaewduang-Ngam,F,167,50
56616,Amornrat Kaewphaitoon,F,156,59
56617,Ali Mohamed El-Sayed El-Kaf,M,0,0
56618,Dimitra Kafalidou,F,168,50
56619,Dimitrios Kafatos,M,194,90
56620,Willi Kafel,M,0,0
56621,Yevgeny Aleksandrovich Kafelnikov,M,191,83
56622,Karoline Kfer (-Steringer),F,165,60
56623,Giannoula Kafetzi,F,165,55
56625,Imre Kaffka,M,0,0
56626,Bose Kaffo,F,165,62
56627,Ilunga Kafila,M,0,0
56628,Hana Kafkov,F,182,78
56629,Tommy (-Tams Mezey) Kafri (-Kaffry),M,180,79
56630,Muenge Kafuanka,M,0,0
56631,Ichiro Kaga,M,0,0
56632,Yoko Kagabu,F,170,64
56633,Moussa Kagambega,M,0,0
56634,Shinji Kagawa,M,173,64
56635,"Danil Marinus Johannes ""Daan"""" Kagchelland""",M,0,0
56636,Uwe Kagelmann,M,180,74
56637,Hiromichi Kageyama,M,200,78
56638,Yuzo Kageyama,M,169,52
56639,Mads Petter Kaggestad,M,175,66
56640,Albert Kgi,M,0,0
56641,Gottfried Kgi,M,0,0
56642,Markus Kgi,M,172,70
56643,Pavlos Kagialis,M,184,74
56644,Joseph Kagimu,M,168,70
56645,Masakazu Kagiyama,M,160,60
56646,"Daniel ""Danny"""" Kah""",M,173,64
56647,John Kah,M,167,69
56648,Maksim Kahan,M,172,75
56649,Nathan Kahan,M,187,68
56650,Duke Paoa Kahino Makoe Hulikohoa Kahanamoku,M,0,0
56651,"Samuel Alapai ""Sam"""" Kahanamoku""",M,0,0
56654,Pertti Uolevi Kahelin,M,158,64
56655,Aulis Kalevi Khknen,M,0,0
56656,Heikki Khknen,M,158,60
56657,Helmut Kahl,M,0,0
56658,Josef Kahl,M,0,0
56659,Sabine Kahle (-Recknagel),F,168,62
56660,"Bradley ""Brad"""" Kahlefeldt""",M,183,67
56661,Birgit Khler,F,180,60
56662,Detlef Kahlert,M,184,92
56663,"Ravinder ""Ravi"""" Kahlon""",M,191,93
56664,Markus Jaakko Kahma,M,187,89
56665,Pentti Aatos Kahma,M,189,109
56666,Lydia Kahmke,F,171,62
56667,Albert Kahn,M,0,0
56668,Aurelien Kahn,M,0,0
56669,Eddy Kahn,M,163,60
56670,Juan H. Kahnert,M,198,105
56671,Charles Lombahe-Kahudi,M,197,104
56672,Haji Kahy,M,0,0
56673,Konomi Kai,F,153,51
56674,Shingo Kai,M,177,88
56675,"Natasha Kanani Janine ""Tasha"""" Kai""",F,170,66
56676,Yasuhiro Kai,M,173,95
56677,Filippos Kaiafas,M,178,88
56678,Refaat Kaid,M,187,87
56679,Rbert Kid,M,180,76
56680,Olga Kaidantzi,F,172,58
56681,Oleksandr Viktorovych Kaidash,M,187,74
56682,"Wilhelm ""Willi"""" Kaidel""",M,0,0
56683,"Jennifer ""Jen"""" Kaido""",F,183,82
56684,Moe Kaifuchi,F,159,55
56685,Nobuo Kaiho,M,168,65
56686,Ayumi Kaihori,F,170,63
56688,Maureen Kaila Vergara,F,162,50
56689,Jaakko Rafael Kailajrvi,M,171,84
56690,Jouni Kalervo Kailajrvi,M,171,87
56691,Tavakalo Kailes,M,165,54
56693,Gabriella Kain,F,179,70
56694,"Eduard ""Edi"""" Kainberger""",M,0,0
56695,Karl Kainberger,M,0,0
56697,Aarne Kainlauri,M,171,63
56698,Kalle Kainuvaara (Ingberg-),M,0,0
56699,"Adolf ""Adi"""" Kainz""",M,0,0
56700,Edda Kainz (-Matt),F,0,0
56701,Roman Kainz,M,169,75
56702,Dainius Kairelis,M,177,63
56703,Kristjan Kais,M,188,85
56705,Bo Gunnarsson Kaiser,M,173,70
56707,Eric Kaiser,M,183,77
56708,Frederick Henry Kaiser,M,180,68
56709,Fritz Kaiser,M,178,78
56710,Georges Kaiser,M,170,63
56711,Gilbert Kaiser,M,175,90
56712,"Johannes ""Jo"""" Kaiser""",M,185,80
56713,Otto Kaiser,M,0,0
56714,Ulrike Dominique Kaiser,F,165,52
56715,Walter Kaiser,M,185,85
56716,Walther Kaiser,M,0,0
56717,"Wilhelm Gustav ""Willi"""" Kaiser""",M,163,51
56718,Natasha E. Kaiser-Brown,F,175,59
56720,Rumyana Kaisheva,F,180,65
56721,Hannu Juhani Olavi Kaislama,M,173,57
56722,Yazid Kaissi,M,178,70
56723,Sani Haruna Kaita,M,179,73
56724,Daisy Kaitano,F,171,61
56725,Walter Kaitna,M,0,0
56726,Masaki Kaito,M,192,85
56727,Keijiro Kaitoku,M,0,0
56728,Toshihiro Kaiwa,M,166,62
56729,"Engel Berta ""Etta"""" Kaize""",F,0,0
56730,Iakob Kajaia,M,187,130
56731,Andrus Kajak,M,189,90
56732,Uno Kajak,M,173,67
56733,Selma Kajan,F,169,52
